Time, CPU Usage, CPU Temp, 
2020-08-05 14:31:11.069216,0.0,{'cpu_thermal': [shwtemp(label='', current=60.861, high=None, critical=None)]}
2020-08-05 14:31:21.083316,0.0,{'cpu_thermal': [shwtemp(label='', current=59.887, high=None, critical=None)]}
2020-08-05 14:31:31.097511,0.3,{'cpu_thermal': [shwtemp(label='', current=60.374, high=None, critical=None)]}
2020-08-05 14:31:41.111655,0.4,{'cpu_thermal': [shwtemp(label='', current=59.4, high=None, critical=None)]}
2020-08-05 14:31:51.125917,0.7,{'cpu_thermal': [shwtemp(label='', current=58.426, high=None, critical=None)]}
2020-08-05 14:32:01.140074,0.1,{'cpu_thermal': [shwtemp(label='', current=58.913, high=None, critical=None)]}
2020-08-05 14:32:11.154236,0.0,{'cpu_thermal': [shwtemp(label='', current=58.913, high=None, critical=None)]}
2020-08-05 14:32:21.168381,0.1,{'cpu_thermal': [shwtemp(label='', current=58.913, high=None, critical=None)]}
2020-08-05 14:32:31.182423,0.0,{'cpu_thermal': [shwtemp(label='', current=58.913, high=None, critical=None)]}
2020-08-05 14:32:41.196577,0.1,{'cpu_thermal': [shwtemp(label='', current=57.939, high=None, critical=None)]}
